image_id,file_name,category_id,category_name,location,date_captured,seq_id,frame_num,seq_num_frames,width,height
585f4ea4-23d2-11e8-a6a3-ec086b02610b,585f4ea4-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,89,2012-05-25 10:59:55,6f1100a6-5567-11e8-bc16-dca9047ef277,2,3,2048,1494
585f4f8e-23d2-11e8-a6a3-ec086b02610b,585f4f8e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,87,2014-05-17 07:12:15,701ac521-5567-11e8-84af-dca9047ef277,1,3,2048,1494
5860ecf0-23d2-11e8-a6a3-ec086b02610b,5860ecf0-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,82,2014-12-03 14:57:03,701a5e51-5567-11e8-80f8-dca9047ef277,3,3,2048,1494
5860ef0e-23d2-11e8-a6a3-ec086b02610b,5860ef0e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,127,2013-12-10 08:57:14,7019cc38-5567-11e8-9c01-dca9047ef277,3,3,2048,1494
586292dd-23d2-11e8-a6a3-ec086b02610b,586292dd-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,118,2013-04-24 08:37:31,700ac442-5567-11e8-bfb9-dca9047ef277,1,1,2560,1920
58629465-23d2-11e8-a6a3-ec086b02610b,58629465-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,136,2014-02-13 14:13:18,701df12b-5567-11e8-9c89-dca9047ef277,1,3,800,584
586294e8-23d2-11e8-a6a3-ec086b02610b,586294e8-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,123,2015-03-28 10:30:23,701b1af3-5567-11e8-91c5-dca9047ef277,1,5,800,584
58643683-23d2-11e8-a6a3-ec086b02610b,58643683-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,88,2011-10-16 17:40:55,6f140987-5567-11e8-a50a-dca9047ef277,2,3,2048,1494
586436a6-23d2-11e8-a6a3-ec086b02610b,586436a6-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,86,2015-01-13 08:23:37,7019b72e-5567-11e8-bed7-dca9047ef277,1,3,2048,1494
586436f2-23d2-11e8-a6a3-ec086b02610b,586436f2-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,106,2014-02-12 11:23:42,6f6e6817-5567-11e8-8d16-dca9047ef277,1,1,2048,1494
58643814-23d2-11e8-a6a3-ec086b02610b,58643814-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,114,2014-04-28 11:27:08,7000e242-5567-11e8-bce0-dca9047ef277,1,1,2048,1494
5865e1d6-23d2-11e8-a6a3-ec086b02610b,5865e1d6-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,136,2014-12-11 08:03:18,701e8c2b-5567-11e8-a13d-dca9047ef277,1,3,2048,1494
5865e391-23d2-11e8-a6a3-ec086b02610b,5865e391-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,115,2011-12-24 17:33:19,6f11d587-5567-11e8-923b-dca9047ef277,2,3,2048,1494
5865e3a2-23d2-11e8-a6a3-ec086b02610b,5865e3a2-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,116,2015-01-11 10:16:52,701335fa-5567-11e8-a6a2-dca9047ef277,3,3,2048,1494
5865e3ae-23d2-11e8-a6a3-ec086b02610b,5865e3ae-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,115,2011-12-24 17:33:25,6f11d5e3-5567-11e8-a73b-dca9047ef277,3,3,2048,1494
5865e3f3-23d2-11e8-a6a3-ec086b02610b,5865e3f3-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,81,2011-05-19 09:00:42,6f10ba05-5567-11e8-9a4e-dca9047ef277,2,3,2048,1494
5865e517-23d2-11e8-a6a3-ec086b02610b,5865e517-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,126,2014-09-22 11:25:26,701c12b0-5567-11e8-b208-dca9047ef277,2,3,2048,1494
58678be5-23d2-11e8-a6a3-ec086b02610b,58678be5-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,75,2011-09-14 10:10:08,6efd51f0-5567-11e8-9221-dca9047ef277,2,3,2048,1494
58678c75-23d2-11e8-a6a3-ec086b02610b,58678c75-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,136,2014-03-24 17:45:06,701e5d70-5567-11e8-b1e6-dca9047ef277,1,3,800,584
58678cbf-23d2-11e8-a6a3-ec086b02610b,58678cbf-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,100,2010-10-11 09:01:14,6f1d9351-5567-11e8-8bea-dca9047ef277,2,3,2048,1494
58678d29-23d2-11e8-a6a3-ec086b02610b,58678d29-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,137,2014-12-14 14:25:29,701a3719-5567-11e8-bbef-dca9047ef277,2,3,2048,1494
586935cf-23d2-11e8-a6a3-ec086b02610b,586935cf-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,82,2014-12-08 07:35:26,701a7159-5567-11e8-9daf-dca9047ef277,2,3,2048,1494
58693699-23d2-11e8-a6a3-ec086b02610b,58693699-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,87,2014-05-18 13:55:43,701acbf8-5567-11e8-a32d-dca9047ef277,2,3,2048,1494
586adee1-23d2-11e8-a6a3-ec086b02610b,586adee1-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,121,2014-08-19 13:17:32,701846ee-5567-11e8-bae4-dca9047ef277,3,3,2048,1494
586adf9d-23d2-11e8-a6a3-ec086b02610b,586adf9d-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,84,2014-04-27 10:39:46,70178aa6-5567-11e8-8665-dca9047ef277,3,3,2048,1494
586adfc9-23d2-11e8-a6a3-ec086b02610b,586adfc9-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,96,2014-03-19 10:07:13,6f974c91-5567-11e8-b9ab-dca9047ef277,1,1,2048,1494
586adfd0-23d2-11e8-a6a3-ec086b02610b,586adfd0-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,83,2013-12-08 17:25:17,701ed323-5567-11e8-853f-dca9047ef277,1,3,2048,1494
586ae046-23d2-11e8-a6a3-ec086b02610b,586ae046-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,137,2015-01-09 09:56:11,701a4b4a-5567-11e8-b5e8-dca9047ef277,1,3,2048,1494
586c870a-23d2-11e8-a6a3-ec086b02610b,586c870a-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,129,2014-05-26 18:37:44,701850b0-5567-11e8-9528-dca9047ef277,2,3,2048,1494
586c8741-23d2-11e8-a6a3-ec086b02610b,586c8741-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,134,2014-04-01 11:43:05,701068de-5567-11e8-8603-dca9047ef277,1,3,2048,1494
586c87c2-23d2-11e8-a6a3-ec086b02610b,586c87c2-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,135,2014-08-13 06:58:34,7016ba40-5567-11e8-a631-dca9047ef277,2,3,2048,1494
586c8879-23d2-11e8-a6a3-ec086b02610b,586c8879-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,123,2014-10-18 07:33:46,701b041c-5567-11e8-b7a0-dca9047ef277,3,3,2048,1494
586e2dbd-23d2-11e8-a6a3-ec086b02610b,586e2dbd-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,94,2013-10-11 05:55:40,701623bd-5567-11e8-a095-dca9047ef277,2,3,2048,1494
586e2f18-23d2-11e8-a6a3-ec086b02610b,586e2f18-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,93,2014-11-03 08:03:03,701808fa-5567-11e8-b6fb-dca9047ef277,3,3,2048,1494
586fdb4e-23d2-11e8-a6a3-ec086b02610b,586fdb4e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,131,2014-10-28 07:44:13,701d4e78-5567-11e8-abb9-dca9047ef277,2,3,2048,1494
586fdb58-23d2-11e8-a6a3-ec086b02610b,586fdb58-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,97,2014-10-04 07:33:06,701b2f4f-5567-11e8-afbb-dca9047ef277,1,3,2048,1494
586fdbac-23d2-11e8-a6a3-ec086b02610b,586fdbac-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,114,2014-07-31 07:37:19,700515ee-5567-11e8-9c90-dca9047ef277,1,1,2048,1494
586fdc7c-23d2-11e8-a6a3-ec086b02610b,586fdc7c-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,88,2011-09-21 13:15:50,6f13fdb0-5567-11e8-80f5-dca9047ef277,2,3,2048,1494
5871846c-23d2-11e8-a6a3-ec086b02610b,5871846c-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,129,2014-05-26 09:46:22,70184f7a-5567-11e8-b7d3-dca9047ef277,1,3,2048,1494
58732c03-23d2-11e8-a6a3-ec086b02610b,58732c03-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,97,2014-09-13 11:27:03,701b2b78-5567-11e8-bc5b-dca9047ef277,3,3,2048,1494
58732cb1-23d2-11e8-a6a3-ec086b02610b,58732cb1-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,115,2011-08-01 09:25:47,6f119278-5567-11e8-94e5-dca9047ef277,2,3,2048,1494
58732d8e-23d2-11e8-a6a3-ec086b02610b,58732d8e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,126,2014-09-22 16:32:14,701c15bd-5567-11e8-93a3-dca9047ef277,1,3,2048,1494
5874d3bd-23d2-11e8-a6a3-ec086b02610b,5874d3bd-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,83,2013-12-17 17:48:47,701ed4c0-5567-11e8-a530-dca9047ef277,1,3,2048,1494
5874d4cf-23d2-11e8-a6a3-ec086b02610b,5874d4cf-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,138,2013-11-27 08:03:34,701b4df8-5567-11e8-9eaf-dca9047ef277,2,3,2048,1494
5874d57e-23d2-11e8-a6a3-ec086b02610b,5874d57e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,130,2012-01-20 12:12:18,6f0d48b0-5567-11e8-9e19-dca9047ef277,2,3,2048,1494
5874d61b-23d2-11e8-a6a3-ec086b02610b,5874d61b-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,134,2014-04-10 08:33:57,70106b99-5567-11e8-a4ee-dca9047ef277,3,3,2048,1494
5874d65a-23d2-11e8-a6a3-ec086b02610b,5874d65a-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,83,2013-12-17 17:47:04,701ed46e-5567-11e8-b2b1-dca9047ef277,2,3,2048,1494
5874d6e2-23d2-11e8-a6a3-ec086b02610b,5874d6e2-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,124,2014-03-26 09:21:44,7010d51c-5567-11e8-98cd-dca9047ef277,3,3,2048,1494
5874d72d-23d2-11e8-a6a3-ec086b02610b,5874d72d-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,129,2014-05-26 09:45:58,70184f2b-5567-11e8-833a-dca9047ef277,3,3,2048,1494
5876805e-23d2-11e8-a6a3-ec086b02610b,5876805e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,126,2014-08-31 06:31:33,701c01d9-5567-11e8-97d9-dca9047ef277,2,3,2048,1494
587680f8-23d2-11e8-a6a3-ec086b02610b,587680f8-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,81,2011-05-18 10:18:02,6f10b630-5567-11e8-96e5-dca9047ef277,2,3,2048,1494
58768203-23d2-11e8-a6a3-ec086b02610b,58768203-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,92,2014-07-07 19:15:07,7018c04c-5567-11e8-abb4-dca9047ef277,3,5,2048,1494
58768275-23d2-11e8-a6a3-ec086b02610b,58768275-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,118,2013-03-22 10:46:39,700aaadc-5567-11e8-92f6-dca9047ef277,1,1,2560,1920
58768298-23d2-11e8-a6a3-ec086b02610b,58768298-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,86,2015-01-09 08:43:19,7019b2a3-5567-11e8-8e20-dca9047ef277,2,3,2048,1494
587828e5-23d2-11e8-a6a3-ec086b02610b,587828e5-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,111,2014-11-09 08:11:02,70153f4f-5567-11e8-b553-dca9047ef277,1,3,2048,1494
5878291e-23d2-11e8-a6a3-ec086b02610b,5878291e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,88,2012-03-16 13:06:29,6f147dd9-5567-11e8-ae69-dca9047ef277,2,3,2048,1494
587829d7-23d2-11e8-a6a3-ec086b02610b,587829d7-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,92,2014-07-16 09:27:57,7018cba8-5567-11e8-b9f3-dca9047ef277,3,5,2048,1494
5879d2aa-23d2-11e8-a6a3-ec086b02610b,5879d2aa-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,84,2014-04-22 14:52:25,7017724f-5567-11e8-9e7c-dca9047ef277,2,3,2048,1494
5879d4a6-23d2-11e8-a6a3-ec086b02610b,5879d4a6-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,78,2012-02-22 11:14:59,6f1c2007-5567-11e8-b5fe-dca9047ef277,1,3,2048,1494
587b7de2-23d2-11e8-a6a3-ec086b02610b,587b7de2-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,136,2014-03-14 07:13:25,701e48f0-5567-11e8-9e08-dca9047ef277,2,3,800,584
587b7e58-23d2-11e8-a6a3-ec086b02610b,587b7e58-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,82,2014-12-05 08:58:47,701a5f68-5567-11e8-9221-dca9047ef277,3,3,2048,1494
587b7f41-23d2-11e8-a6a3-ec086b02610b,587b7f41-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,104,2014-06-08 15:51:53,701d101e-5567-11e8-a2b5-dca9047ef277,2,3,2048,1494
587b7fe2-23d2-11e8-a6a3-ec086b02610b,587b7fe2-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,129,2013-09-12 07:50:19,70184c2b-5567-11e8-97cd-dca9047ef277,3,3,2048,1494
587b8008-23d2-11e8-a6a3-ec086b02610b,587b8008-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,124,2014-03-26 09:21:35,7010d47d-5567-11e8-bc1e-dca9047ef277,2,3,2048,1494
587d3fd5-23d2-11e8-a6a3-ec086b02610b,587d3fd5-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,137,2014-02-23 13:07:29,701a09d4-5567-11e8-bec9-dca9047ef277,3,3,2048,1494
587d3fef-23d2-11e8-a6a3-ec086b02610b,587d3fef-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,121,2014-08-04 08:17:37,701843e3-5567-11e8-bae9-dca9047ef277,2,3,2048,1494
587d406c-23d2-11e8-a6a3-ec086b02610b,587d406c-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,131,2014-10-19 13:19:15,701d4868-5567-11e8-8147-dca9047ef277,1,3,2048,1494
587d4207-23d2-11e8-a6a3-ec086b02610b,587d4207-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,114,2014-06-17 09:34:46,70037bc2-5567-11e8-8e58-dca9047ef277,1,1,2048,1494
587d4213-23d2-11e8-a6a3-ec086b02610b,587d4213-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,93,2014-01-18 08:28:15,7017c691-5567-11e8-98a7-dca9047ef277,3,3,2048,1494
587d4304-23d2-11e8-a6a3-ec086b02610b,587d4304-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,84,2014-04-18 13:22:49,701771b8-5567-11e8-a115-dca9047ef277,3,3,2048,1494
587eed76-23d2-11e8-a6a3-ec086b02610b,587eed76-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,120,2013-03-02 08:25:56,701038a1-5567-11e8-9b87-dca9047ef277,1,1,2560,1920
588094c6-23d2-11e8-a6a3-ec086b02610b,588094c6-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,129,2013-10-12 12:19:50,70184c70-5567-11e8-9332-dca9047ef277,1,3,2048,1494
5880950e-23d2-11e8-a6a3-ec086b02610b,5880950e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,115,2012-05-12 11:17:49,6f123eb3-5567-11e8-8e2e-dca9047ef277,2,3,2048,1494
58809581-23d2-11e8-a6a3-ec086b02610b,58809581-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,126,2014-09-22 16:30:31,701c13a8-5567-11e8-afbc-dca9047ef277,3,3,2048,1494
588096c1-23d2-11e8-a6a3-ec086b02610b,588096c1-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,83,2013-12-17 17:48:53,701ed50c-5567-11e8-b4de-dca9047ef277,3,3,2048,1494
58823bca-23d2-11e8-a6a3-ec086b02610b,58823bca-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,84,2014-04-19 10:46:54,70177200-5567-11e8-b9fb-dca9047ef277,2,3,2048,1494
58823cf9-23d2-11e8-a6a3-ec086b02610b,58823cf9-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,134,2014-04-01 11:43:26,7010692e-5567-11e8-9882-dca9047ef277,1,3,2048,1494
58823e13-23d2-11e8-a6a3-ec086b02610b,58823e13-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,96,2014-03-12 09:30:12,6f97085c-5567-11e8-aa08-dca9047ef277,1,1,2048,1494
58823e4a-23d2-11e8-a6a3-ec086b02610b,58823e4a-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,82,2014-12-04 10:00:16,701a5f05-5567-11e8-8a83-dca9047ef277,1,3,2048,1494
5883e7fc-23d2-11e8-a6a3-ec086b02610b,5883e7fc-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,88,2011-07-21 10:36:04,6f13cae6-5567-11e8-aa6e-dca9047ef277,3,3,2048,1494
5883e9b7-23d2-11e8-a6a3-ec086b02610b,5883e9b7-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,108,2011-05-16 23:17:21,6f14c100-5567-11e8-8df9-dca9047ef277,1,3,2048,1494
58857ae6-23d2-11e8-a6a3-ec086b02610b,58857ae6-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,100,2010-08-18 13:33:48,6f1d6011-5567-11e8-8f88-dca9047ef277,2,3,2048,1494
58871708-23d2-11e8-a6a3-ec086b02610b,58871708-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,125,2011-06-02 02:56:58,6f15b697-5567-11e8-93cf-dca9047ef277,1,3,2048,1494
5888bcf5-23d2-11e8-a6a3-ec086b02610b,5888bcf5-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,126,2014-09-22 16:32:01,701c1499-5567-11e8-8305-dca9047ef277,1,3,2048,1494
5888bdd3-23d2-11e8-a6a3-ec086b02610b,5888bdd3-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,126,2014-09-23 17:22:34,701c1cc5-5567-11e8-a26c-dca9047ef277,3,3,2048,1494
5888bf90-23d2-11e8-a6a3-ec086b02610b,5888bf90-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,84,2014-09-21 10:37:28,7017a0ca-5567-11e8-b5c2-dca9047ef277,1,3,2048,1494
588a659c-23d2-11e8-a6a3-ec086b02610b,588a659c-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,115,2011-06-23 11:52:46,6f116707-5567-11e8-b49c-dca9047ef277,1,3,2048,1494
588a65bb-23d2-11e8-a6a3-ec086b02610b,588a65bb-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,94,2013-10-08 08:40:06,701610ae-5567-11e8-98b7-dca9047ef277,1,3,2048,1494
588a65bc-23d2-11e8-a6a3-ec086b02610b,588a65bc-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,123,2015-03-28 10:31:41,701b1c97-5567-11e8-a528-dca9047ef277,4,5,800,584
588a65e9-23d2-11e8-a6a3-ec086b02610b,588a65e9-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,108,2011-05-02 20:00:03,6f14bc14-5567-11e8-8e9c-dca9047ef277,3,3,2048,1494
588a66dc-23d2-11e8-a6a3-ec086b02610b,588a66dc-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,128,2014-10-03 14:07:02,701aa52e-5567-11e8-bda7-dca9047ef277,3,3,2048,1494
588a671c-23d2-11e8-a6a3-ec086b02610b,588a671c-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,76,2014-05-14 07:24:27,6f5e809c-5567-11e8-9cee-dca9047ef277,1,1,2048,1494
588a6737-23d2-11e8-a6a3-ec086b02610b,588a6737-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,121,2014-08-19 06:31:17,7018469c-5567-11e8-917e-dca9047ef277,2,3,2048,1494
588a67ac-23d2-11e8-a6a3-ec086b02610b,588a67ac-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,79,2014-09-13 06:55:40,7017a811-5567-11e8-973d-dca9047ef277,1,3,2048,1494
588c127b-23d2-11e8-a6a3-ec086b02610b,588c127b-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,76,2013-12-11 10:32:25,6f563eb3-5567-11e8-b24b-dca9047ef277,1,1,2048,1494
588dbaa8-23d2-11e8-a6a3-ec086b02610b,588dbaa8-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,130,2012-01-20 12:12:24,6f0d490c-5567-11e8-a26a-dca9047ef277,2,3,2048,1494
588dbb5e-23d2-11e8-a6a3-ec086b02610b,588dbb5e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,84,2014-04-18 13:22:47,7017716b-5567-11e8-9335-dca9047ef277,1,3,2048,1494
588dbb6e-23d2-11e8-a6a3-ec086b02610b,588dbb6e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,123,2015-03-28 10:30:34,701b1b45-5567-11e8-8933-dca9047ef277,1,5,800,584
588dbb99-23d2-11e8-a6a3-ec086b02610b,588dbb99-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,131,2014-09-16 16:40:02,701d28c7-5567-11e8-af84-dca9047ef277,2,3,2048,1494
588dbc8f-23d2-11e8-a6a3-ec086b02610b,588dbc8f-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,135,2014-08-21 07:27:16,7016c454-5567-11e8-b36e-dca9047ef277,1,3,2048,1494
588f6649-23d2-11e8-a6a3-ec086b02610b,588f6649-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,93,2014-01-18 08:28:09,7017c642-5567-11e8-b0e0-dca9047ef277,1,3,2048,1494
588f6653-23d2-11e8-a6a3-ec086b02610b,588f6653-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,76,2014-07-08 12:09:38,6f61db33-5567-11e8-94f4-dca9047ef277,1,1,2048,1494
588f66b7-23d2-11e8-a6a3-ec086b02610b,588f66b7-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,113,2011-05-24 12:48:00,7009f2ee-5567-11e8-b1fe-dca9047ef277,1,1,2048,1536
588f67b2-23d2-11e8-a6a3-ec086b02610b,588f67b2-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,84,2014-04-26 09:57:34,701782b8-5567-11e8-891c-dca9047ef277,1,3,2048,1494
58910e48-23d2-11e8-a6a3-ec086b02610b,58910e48-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,124,2014-04-01 14:36:04,7010d74c-5567-11e8-847c-dca9047ef277,1,3,2048,1494
58910ea1-23d2-11e8-a6a3-ec086b02610b,58910ea1-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,87,2013-12-26 09:04:34,701ab4c5-5567-11e8-99a3-dca9047ef277,2,3,2048,1494
58910ef2-23d2-11e8-a6a3-ec086b02610b,58910ef2-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,97,2014-09-13 11:26:57,701b2b28-5567-11e8-b42c-dca9047ef277,2,3,2048,1494
58910fb3-23d2-11e8-a6a3-ec086b02610b,58910fb3-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,116,2015-01-12 10:36:32,701337d1-5567-11e8-bc7b-dca9047ef277,1,3,2048,1494
