image_id,file_name,category_id,category_name,location,date_captured,seq_id,frame_num,seq_num_frames,width,height,split
5998ceec-23d2-11e8-a6a3-ec086b02610b,5998ceec-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 12:49:26,700c619e-5567-11e8-a7e4-dca9047ef277,1,1,2560,1920,train
59b9398a-23d2-11e8-a6a3-ec086b02610b,59b9398a-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 12:49:15,700c6159-5567-11e8-96d7-dca9047ef277,1,1,2560,1920,train
59c8069a-23d2-11e8-a6a3-ec086b02610b,59c8069a-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 12:55:48,700c6585-5567-11e8-bf03-dca9047ef277,1,1,2560,1920,train
59d75458-23d2-11e8-a6a3-ec086b02610b,59d75458-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 12:51:49,700c63d7-5567-11e8-80c5-dca9047ef277,1,1,2560,1920,train
59d8ec60-23d2-11e8-a6a3-ec086b02610b,59d8ec60-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 13:01:22,700c6807-5567-11e8-8c73-dca9047ef277,1,1,2560,1920,train
59e43f63-23d2-11e8-a6a3-ec086b02610b,59e43f63-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-12-24 19:22:09,700c7ec2-5567-11e8-ad64-dca9047ef277,1,1,2560,1920,train
59f5ff57-23d2-11e8-a6a3-ec086b02610b,59f5ff57-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 12:48:04,700c5ff0-5567-11e8-afc5-dca9047ef277,1,1,2560,1920,train
59fc7e2e-23d2-11e8-a6a3-ec086b02610b,59fc7e2e-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 12:56:16,700c6611-5567-11e8-b110-dca9047ef277,1,1,2560,1920,train
5a14a495-23d2-11e8-a6a3-ec086b02610b,5a14a495-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 13:00:14,700c6735-5567-11e8-a009-dca9047ef277,1,1,2560,1920,train
5a1e4f63-23d2-11e8-a6a3-ec086b02610b,5a1e4f63-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,0,2012-10-19 12:37:35,700c5f1c-5567-11e8-ba57-dca9047ef277,1,1,2560,1920,train
597cd76a-23d2-11e8-a6a3-ec086b02610b,597cd76a-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-07-16 11:35:10,7015c130-5567-11e8-82cc-dca9047ef277,1,3,2048,1494,train
59973f31-23d2-11e8-a6a3-ec086b02610b,59973f31-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-11-22 06:43:09,7015c2ca-5567-11e8-81e9-dca9047ef277,3,3,2048,1494,train
599be8bb-23d2-11e8-a6a3-ec086b02610b,599be8bb-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-11-25 08:37:04,7015c36b-5567-11e8-81d8-dca9047ef277,3,3,2048,1494,train
59a17b32-23d2-11e8-a6a3-ec086b02610b,59a17b32-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-12-01 07:01:18,7015c3b8-5567-11e8-87d0-dca9047ef277,2,3,2048,1494,train
59a30d89-23d2-11e8-a6a3-ec086b02610b,59a30d89-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-11-20 07:36:49,7015c266-5567-11e8-9f58-dca9047ef277,3,3,2048,1494,train
59a94c4c-23d2-11e8-a6a3-ec086b02610b,59a94c4c-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-07-16 11:34:37,7015c091-5567-11e8-b33e-dca9047ef277,1,3,2048,1494,train
59b13009-23d2-11e8-a6a3-ec086b02610b,59b13009-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-07-16 11:34:41,7015c0de-5567-11e8-bec2-dca9047ef277,1,3,2048,1494,train
59c669ed-23d2-11e8-a6a3-ec086b02610b,59c669ed-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-11-25 08:36:35,7015c319-5567-11e8-800f-dca9047ef277,3,3,2048,1494,train
59cf47ec-23d2-11e8-a6a3-ec086b02610b,59cf47ec-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-12-17 07:18:22,7015c657-5567-11e8-aef1-dca9047ef277,1,3,2048,1494,train
59d41a72-23d2-11e8-a6a3-ec086b02610b,59d41a72-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2015-04-27 07:28:29,7015c6f8-5567-11e8-9f83-dca9047ef277,3,3,2048,1494,train
5a27db09-23d2-11e8-a6a3-ec086b02610b,5a27db09-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,1,2014-08-10 07:24:03,7015c1c7-5567-11e8-b9b5-dca9047ef277,1,3,2048,1494,train
597386f7-23d2-11e8-a6a3-ec086b02610b,597386f7-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 05:03:29,7015b738-5567-11e8-bb1e-dca9047ef277,3,3,2048,1494,train
598308f8-23d2-11e8-a6a3-ec086b02610b,598308f8-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 05:03:38,7015b7d9-5567-11e8-b1cd-dca9047ef277,3,3,2048,1494,train
5991068a-23d2-11e8-a6a3-ec086b02610b,5991068a-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-15 12:57:07,7015bd3d-5567-11e8-ac1c-dca9047ef277,3,3,2048,1494,train
59941e0a-23d2-11e8-a6a3-ec086b02610b,59941e0a-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-15 12:55:37,7015bbb8-5567-11e8-9667-dca9047ef277,1,3,2048,1494,train
5995ae7a-23d2-11e8-a6a3-ec086b02610b,5995ae7a-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 03:56:44,7015b317-5567-11e8-b377-dca9047ef277,1,3,2048,1494,train
599fbdd7-23d2-11e8-a6a3-ec086b02610b,599fbdd7-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 05:05:49,7015b99c-5567-11e8-b9f2-dca9047ef277,3,3,2048,1494,train
59adfec5-23d2-11e8-a6a3-ec086b02610b,59adfec5-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 05:06:33,7015bb23-5567-11e8-a55d-dca9047ef277,2,3,2048,1494,train
59bca56a-23d2-11e8-a6a3-ec086b02610b,59bca56a-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 05:05:21,7015b828-5567-11e8-b791-dca9047ef277,1,3,2048,1494,train
59bfdfc6-23d2-11e8-a6a3-ec086b02610b,59bfdfc6-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 05:07:08,7015bb70-5567-11e8-b12d-dca9047ef277,2,3,2048,1494,train
59cf4783-23d2-11e8-a6a3-ec086b02610b,59cf4783-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 05:05:57,7015ba33-5567-11e8-83b4-dca9047ef277,3,3,2048,1494,train
59e2a26b-23d2-11e8-a6a3-ec086b02610b,59e2a26b-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 03:51:29,7015af75-5567-11e8-ab6b-dca9047ef277,1,3,2048,1494,train
59e77d92-23d2-11e8-a6a3-ec086b02610b,59e77d92-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 03:56:40,7015b2c5-5567-11e8-9fb4-dca9047ef277,3,3,2048,1494,train
5a04950f-23d2-11e8-a6a3-ec086b02610b,5a04950f-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-10 03:53:34,7015afc2-5567-11e8-bcb3-dca9047ef277,1,3,2048,1494,train
5a116c8d-23d2-11e8-a6a3-ec086b02610b,5a116c8d-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,1,2014-03-27 06:12:29,7015bff0-5567-11e8-86e1-dca9047ef277,2,3,2048,1494,train
597386af-23d2-11e8-a6a3-ec086b02610b,597386af-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,1,2013-11-21 05:04:46,7015aa87-5567-11e8-b1eb-dca9047ef277,2,5,2048,1494,train
59c99eaf-23d2-11e8-a6a3-ec086b02610b,59c99eaf-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,1,2013-11-21 05:04:47,7015aad9-5567-11e8-bb82-dca9047ef277,5,5,2048,1494,train
5a164138-23d2-11e8-a6a3-ec086b02610b,5a164138-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,1,2014-07-11 11:04:03,7015c040-5567-11e8-a108-dca9047ef277,3,3,2048,1494,train
5a24a907-23d2-11e8-a6a3-ec086b02610b,5a24a907-23d2-11e8-a6a3-ec086b02610b.jpg,30,empty,1,2014-11-14 18:42:36,7015c214-5567-11e8-a0de-dca9047ef277,2,3,2048,1494,train
59ac6bd5-23d2-11e8-a6a3-ec086b02610b,59ac6bd5-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,2,2013-09-09 15:57:17,7015513a-5567-11e8-a964-dca9047ef277,2,3,2048,1494,train
59c178ed-23d2-11e8-a6a3-ec086b02610b,59c178ed-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,2,2013-10-24 12:11:39,701560e6-5567-11e8-83cf-dca9047ef277,3,3,2048,1494,train
59ddc2e9-23d2-11e8-a6a3-ec086b02610b,59ddc2e9-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,2,2013-10-23 14:45:23,70156094-5567-11e8-920a-dca9047ef277,2,3,2048,1494,train
5a130a3e-23d2-11e8-a6a3-ec086b02610b,5a130a3e-23d2-11e8-a6a3-ec086b02610b.jpg,11,bird,2,2013-11-06 13:41:44,701562b3-5567-11e8-9bce-dca9047ef277,3,3,2048,1494,train
598495a8-23d2-11e8-a6a3-ec086b02610b,598495a8-23d2-11e8-a6a3-ec086b02610b.jpg,6,bobcat,2,2013-10-11 05:18:33,70155eb5-5567-11e8-9d2d-dca9047ef277,3,3,2048,1494,train
59edf264-23d2-11e8-a6a3-ec086b02610b,59edf264-23d2-11e8-a6a3-ec086b02610b.jpg,6,bobcat,2,2013-08-28 04:27:20,7015504a-5567-11e8-9687-dca9047ef277,3,3,2048,1494,train
59f79875-23d2-11e8-a6a3-ec086b02610b,59f79875-23d2-11e8-a6a3-ec086b02610b.jpg,6,bobcat,2,2013-08-28 04:27:21,7015509c-5567-11e8-97bf-dca9047ef277,1,3,2048,1494,train
5a0c9cfe-23d2-11e8-a6a3-ec086b02610b,5a0c9cfe-23d2-11e8-a6a3-ec086b02610b.jpg,6,bobcat,2,2013-10-11 05:18:34,70155f07-5567-11e8-b3c7-dca9047ef277,1,3,2048,1494,train
5a164239-23d2-11e8-a6a3-ec086b02610b,5a164239-23d2-11e8-a6a3-ec086b02610b.jpg,6,bobcat,2,2013-08-28 04:27:26,701550eb-5567-11e8-8357-dca9047ef277,2,3,2048,1494,train
596a4e27-23d2-11e8-a6a3-ec086b02610b,596a4e27-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-09-29 05:49:07,701556bd-5567-11e8-bc1f-dca9047ef277,3,3,2048,1494,train
596a4f2b-23d2-11e8-a6a3-ec086b02610b,596a4f2b-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2014-08-23 21:20:10,70156711-5567-11e8-a04f-dca9047ef277,2,3,800,584,train
596bd92f-23d2-11e8-a6a3-ec086b02610b,596bd92f-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-10-10 22:41:02,70155e1e-5567-11e8-8d62-dca9047ef277,1,3,2048,1494,train
596eefa7-23d2-11e8-a6a3-ec086b02610b,596eefa7-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-09-14 20:49:52,70155235-5567-11e8-bef4-dca9047ef277,1,3,2048,1494,train
599104bb-23d2-11e8-a6a3-ec086b02610b,599104bb-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-09-24 22:52:43,70155470-5567-11e8-8b25-dca9047ef277,3,3,2048,1494,train
59bca55a-23d2-11e8-a6a3-ec086b02610b,59bca55a-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-09-19 23:17:29,701553ba-5567-11e8-9ba1-dca9047ef277,2,3,2048,1494,train
59da8ac0-23d2-11e8-a6a3-ec086b02610b,59da8ac0-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-09-19 23:17:22,70155375-5567-11e8-88b7-dca9047ef277,2,3,2048,1494,train
59e10268-23d2-11e8-a6a3-ec086b02610b,59e10268-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-09-17 05:41:59,701552d7-5567-11e8-a821-dca9047ef277,1,3,2048,1494,train
59e5de9f-23d2-11e8-a6a3-ec086b02610b,59e5de9f-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-10-25 18:53:36,70156135-5567-11e8-b61a-dca9047ef277,1,3,2048,1494,train
59e91b64-23d2-11e8-a6a3-ec086b02610b,59e91b64-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-09-29 05:49:10,7015570f-5567-11e8-b13b-dca9047ef277,3,3,2048,1494,train
59eaba30-23d2-11e8-a6a3-ec086b02610b,59eaba30-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-10-07 07:42:06,70155bab-5567-11e8-9e4d-dca9047ef277,2,3,2048,1494,train
5a0c9b63-23d2-11e8-a6a3-ec086b02610b,5a0c9b63-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2014-08-23 21:20:08,701566b8-5567-11e8-9352-dca9047ef277,3,3,800,584,train
5a14a6cb-23d2-11e8-a6a3-ec086b02610b,5a14a6cb-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-09-19 23:17:18,70155323-5567-11e8-bd67-dca9047ef277,1,3,2048,1494,train
5a1fe689-23d2-11e8-a6a3-ec086b02610b,5a1fe689-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2014-08-23 21:18:59,70156621-5567-11e8-b93c-dca9047ef277,2,3,800,584,train
5a231100-23d2-11e8-a6a3-ec086b02610b,5a231100-23d2-11e8-a6a3-ec086b02610b.jpg,9,coyote,2,2013-10-10 22:40:45,70155d80-5567-11e8-b8f9-dca9047ef277,1,3,2048,1494,train
59641e37-23d2-11e8-a6a3-ec086b02610b,59641e37-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2014-08-23 20:48:01,701564c2-5567-11e8-99b8-dca9047ef277,1,3,800,584,train
5965a90e-23d2-11e8-a6a3-ec086b02610b,5965a90e-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2013-10-09 19:29:08,70155d2e-5567-11e8-8c7d-dca9047ef277,3,3,2048,1494,train
59673617-23d2-11e8-a6a3-ec086b02610b,59673617-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2014-08-17 05:28:42,7015647d-5567-11e8-9160-dca9047ef277,3,3,800,584,train
5976a285-23d2-11e8-a6a3-ec086b02610b,5976a285-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2013-10-02 06:13:07,70155ac2-5567-11e8-a29c-dca9047ef277,3,3,2048,1494,train
597b4928-23d2-11e8-a6a3-ec086b02610b,597b4928-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2013-09-28 05:30:31,70155600-5567-11e8-8017-dca9047ef277,2,3,2048,1494,train
597e6476-23d2-11e8-a6a3-ec086b02610b,597e6476-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2014-09-17 05:28:37,70156802-5567-11e8-83ad-dca9047ef277,2,3,800,584,train
598496b7-23d2-11e8-a6a3-ec086b02610b,598496b7-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2013-11-07 03:16:41,70156397-5567-11e8-898c-dca9047ef277,3,3,2048,1494,train
598622ec-23d2-11e8-a6a3-ec086b02610b,598622ec-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2013-09-28 05:30:25,70155561-5567-11e8-a8fe-dca9047ef277,1,3,2048,1494,train
5987b1f1-23d2-11e8-a6a3-ec086b02610b,5987b1f1-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2013-10-09 19:29:01,70155c4a-5567-11e8-9932-dca9047ef277,1,3,2048,1494,train
5987b477-23d2-11e8-a6a3-ec086b02610b,5987b477-23d2-11e8-a6a3-ec086b02610b.jpg,34,deer,2,2013-09-29 12:13:20,701557ae-5567-11e8-ba5f-dca9047ef277,1,3,2048,1494,train
